iteration,q_PPPP,max_positive_conditional_regret
80100,0.99764043,2.4482124E-5
80200,0.9976434,2.4451598E-5
80300,0.99764633,2.4421146E-5
80400,0.99764925,2.4390773E-5
80500,0.9976522,2.4360474E-5
80600,0.9976551,2.433025E-5
80700,0.997658,2.43001E-5
80800,0.9976609,2.4270026E-5
80900,0.9976638,2.4240026E-5
81000,0.99766666,2.42101E-5
81100,0.9976695,2.4180248E-5
81200,0.99767244,2.415047E-5
81300,0.9976753,2.4120764E-5
81400,0.99767816,2.409113E-5
81500,0.99768096,2.4061572E-5
81600,0.9976838,2.4032084E-5
81700,0.9976867,2.400267E-5
81800,0.9976895,2.3973325E-5
81900,0.9976923,2.3944054E-5
82000,0.99769515,2.3914854E-5
82100,0.99769795,2.3885726E-5
82200,0.99770075,2.3856668E-5
82300,0.99770355,2.382768E-5
82400,0.9977063,2.3798762E-5
82500,0.9977091,2.3769917E-5
82600,0.99771184,2.3741139E-5
82700,0.99771464,2.3712431E-5
82800,0.9977174,2.3683793E-5
82900,0.9977201,2.3655224E-5
83000,0.99772286,2.3626724E-5
83100,0.9977256,2.3598292E-5
83200,0.99772835,2.3569928E-5
83300,0.9977311,2.3541634E-5
83400,0.99773383,2.3513407E-5
83500,0.9977365,2.3485247E-5
83600,0.99773926,2.3457154E-5
83700,0.99774194,2.342913E-5
83800,0.9977446,2.3401171E-5
83900,0.9977473,2.3373279E-5
84000,0.99775,2.3345454E-5
84100,0.99775267,2.3317694E-5
84200,0.99775535,2.329E-5
84300,0.99775803,2.3262373E-5
84400,0.99776065,2.3234812E-5
84500,0.99776334,2.3207314E-5
84600,0.99776596,2.3179882E-5
84700,0.9977686,2.3152515E-5
84800,0.9977712,2.3125212E-5
84900,0.9977738,2.3097975E-5
85000,0.99777645,2.3070801E-5
85100,0.9977791,2.304369E-5
85200,0.9977817,2.3016644E-5
85300,0.9977843,2.2989661E-5
85400,0.9977869,2.296274E-5
85500,0.9977895,2.2935885E-5
85600,0.99779207,2.290909E-5
85700,0.9977946,2.2882357E-5
85800,0.9977972,2.285569E-5
85900,0.99779975,2.2829081E-5
86000,0.9978023,2.2802536E-5
86100,0.9978049,2.2776052E-5
86200,0.99780744,2.274963E-5
86300,0.99780995,2.2723269E-5
86400,0.9978125,2.2696968E-5
86500,0.997815,2.2670729E-5
86600,0.9978176,2.264455E-5
86700,0.9978201,2.2618433E-5
86800,0.9978226,2.2592374E-5
86900,0.9978251,2.2566375E-5
87000,0.9978276,2.2540438E-5
87100,0.9978301,2.251456E-5
87200,0.9978326,2.2488739E-5
87300,0.99783504,2.2462978E-5
87400,0.99783754,2.2437278E-5
87500,0.99784,2.2411636E-5
87600,0.9978425,2.2386052E-5
87700,0.99784493,2.2360526E-5
87800,0.9978474,2.2335058E-5
87900,0.9978498,2.2309649E-5
88000,0.99785227,2.2284297E-5
88100,0.9978547,2.2259002E-5
88200,0.99785715,2.2233766E-5
88300,0.9978596,2.2208586E-5
88400,0.997862,2.2183462E-5
88500,0.9978644,2.2158396E-5
88600,0.9978668,2.2133387E-5
88700,0.9978692,2.2108434E-5
88800,0.99787164,2.2083537E-5
88900,0.997874,2.2058695E-5
89000,0.9978764,2.2033912E-5
89100,0.9978788,2.2009182E-5
89200,0.9978812,2.1984508E-5
89300,0.99788356,2.195989E-5
89400,0.9978859,2.1935326E-5
89500,0.99788827,2.1910817E-5
89600,0.99789065,2.1886362E-5
89700,0.997893,2.1861963E-5
89800,0.9978953,2.1837617E-5
89900,0.9978977,2.1813326E-5
90000,0.9979,2.178909E-5
90100,0.99790233,2.1764907E-5
90200,0.99790466,2.1740778E-5
90300,0.997907,2.1716702E-5
90400,0.9979093,2.1692678E-5
90500,0.9979116,2.1668708E-5
90600,0.9979139,2.1644792E-5
90700,0.9979162,2.1620926E-5
90800,0.9979185,2.1597116E-5
90900,0.9979208,2.1573356E-5
91000,0.9979231,2.154965E-5
91100,0.99792534,2.1525995E-5
91200,0.9979276,2.1502392E-5
91300,0.99792993,2.147884E-5
91400,0.9979322,2.145534E-5
91500,0.9979344,2.1431892E-5
91600,0.99793667,2.1408494E-5
91700,0.99793893,2.1385149E-5
91800,0.9979412,2.1361853E-5
91900,0.9979434,2.1338608E-5
92000,0.99794567,2.1315414E-5
92100,0.9979479,2.129227E-5
92200,0.99795014,2.1269178E-5
92300,0.99795234,2.1246133E-5
92400,0.99795455,2.1223139E-5
92500,0.99795675,2.1200196E-5
92600,0.99795896,2.11773E-5
92700,0.99796116,2.1154456E-5
92800,0.99796337,2.113166E-5
92900,0.9979656,2.1108914E-5
93000,0.9979677,2.1086216E-5
93100,0.9979699,2.1063566E-5
93200,0.99797213,2.1040967E-5
93300,0.9979743,2.1018415E-5
93400,0.9979764,2.099591E-5
93500,0.9979786,2.0973455E-5
93600,0.9979808,2.0951047E-5
93700,0.9979829,2.0928688E-5
93800,0.99798506,2.0906376E-5
93900,0.9979872,2.0884112E-5
94000,0.99798936,2.0861895E-5
94100,0.9979915,2.0839725E-5
94200,0.99799365,2.0817602E-5
94300,0.99799573,2.0795525E-5
94400,0.9979979,2.0773497E-5
94500,0.998,2.0751515E-5
94600,0.9980021,2.0729578E-5
94700,0.9980042,2.0707688E-5
94800,0.99800634,2.0685844E-5
94900,0.99800843,2.0664047E-5
95000,0.9980105,2.0642296E-5
95100,0.9980126,2.062059E-5
95200,0.9980147,2.0598929E-5
95300,0.9980168,2.0577314E-5
95400,0.99801886,2.0555744E-5
95500,0.99802095,2.053422E-5
95600,0.99802303,2.0512742E-5
95700,0.99802506,2.0491307E-5
95800,0.99802715,2.0469917E-5
95900,0.9980292,2.0448573E-5
96000,0.99803126,2.0427271E-5
96100,0.9980333,2.0406016E-5
96200,0.9980354,2.0384803E-5
96300,0.9980374,2.0363635E-5
96400,0.9980394,2.0342512E-5
96500,0.99804145,2.0321431E-5
96600,0.9980435,2.0300395E-5
96700,0.9980455,2.0279402E-5
96800,0.99804753,2.025845E-5
96900,0.99804956,2.0237545E-5
97000,0.9980515,2.0216681E-5
97100,0.99805355,2.0195861E-5
97200,0.9980556,2.0175083E-5
97300,0.99805754,2.0154348E-5
97400,0.9980596,2.0133655E-5
97500,0.99806154,2.0113006E-5
97600,0.9980635,2.0092399E-5
97700,0.99806553,2.0071833E-5
97800,0.9980675,2.005131E-5
97900,0.99806947,2.0030828E-5
98000,0.99807143,2.0010388E-5
98100,0.9980734,1.9989991E-5
98200,0.99807537,1.9969635E-5
98300,0.99807733,1.9949319E-5
98400,0.99807924,1.9929046E-5
98500,0.9980812,1.9908814E-5
98600,0.9980832,1.9888621E-5
98700,0.9980851,1.986847E-5
98800,0.99808705,1.9848361E-5
98900,0.99808896,1.9828292E-5
99000,0.9980909,1.9808263E-5
99100,0.99809283,1.9788275E-5
99200,0.99809474,1.9768328E-5
99300,0.9980967,1.974842E-5
99400,0.9980986,1.9728552E-5
99500,0.9981005,1.9708725E-5
99600,0.9981024,1.9688936E-5
99700,0.99810433,1.9669189E-5
99800,0.99810624,1.964948E-5
99900,0.9981081,1.9629812E-5
100000,0.99811,1.9610181E-5
